"gene_id","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21"
"ENSG00000158055.15",10,8,9,12,14,6,12,6,4,2,26,1,24,2,6,2,4,9,4,3,10
"ENSG00000001460.17",527,104,288,652,65,244,604,231,200,215,63,122,638,186,176,591,47,232,254,65,103
"ENSG00000001461.16",2136,243,1975,2581,104,1460,3356,400,2036,1527,241,1424,2113,395,1632,2135,98,1280,613,344,443
"ENSG00000117602.11",922,108,405,950,37,273,1378,111,337,853,64,262,967,53,238,908,176,818,610,50,256
"ENSG00000264443.1",4,0,0,2,0,0,7,0,0,4,0,0,11,0,0,4,0,0,0,0,0
"ENSG00000184454.6",640,149,6,689,2,32,623,5,8,596,8,20,541,2,17,717,6,17,22,0,4
"ENSG00000227312.2",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000239106.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133226.16",9436,4749,4822,7817,7856,3763,7923,5847,3945,6199,6331,2964,6285,5171,3671,8301,3569,4058,7900,6072,2441
"ENSG00000169504.14",23486,4214,21489,18884,2265,20877,25141,2637,24830,22054,5062,16638,8786,1194,16153,25009,4611,47677,25691,2578,4150
"ENSG00000238482.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000020633.18",1560,32,75,1219,17,45,1619,38,28,818,14,22,1096,99,42,1853,11,18,1997,66,182
"ENSG00000278034.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229162.1",14,0,0,3,0,0,2,2,0,1,0,0,3,0,0,5,0,0,16,0,0
"ENSG00000261025.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000264371.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233755.1",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"ENSG00000233419.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000231953.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117614.9",2713,1851,2027,3429,2414,1200,3214,2633,1726,2221,2417,1251,2205,2691,1510,2574,986,1609,1227,1423,756
"ENSG00000117616.17",9271,1585,4721,8646,1923,2263,7189,1884,2251,5036,1935,2144,12269,2346,2984,7855,1045,2149,8881,1817,2379
"ENSG00000272432.1",11,7,9,4,2,4,2,6,12,2,6,4,10,2,6,5,7,6,9,8,3
"ENSG00000261349.1",0,0,0,16,1,2,17,15,9,0,0,0,23,5,6,0,0,0,12,1,5
"ENSG00000187010.19",0,0,0,108,11,6,46,8,9,15,2,6,58,8,15,0,0,1,41,4,8
"ENSG00000224183.1",0,0,3,12,6,3,16,3,7,7,4,1,3,3,4,2,1,2,3,2,3
"ENSG00000259984.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183726.10",5576,1290,2761,6747,1300,2284,7586,1727,2147,4794,1741,2008,4057,912,1847,5375,595,3162,3748,862,1567
"ENSG00000188672.17",16,43,78,37,6,18,8,4,8,8,24,44,16,54,46,32,45,48,17,44,12
"ENSG00000238084.4",2,0,4,0,2,3,0,0,3,1,4,2,0,3,0,5,4,6,2,6,0
"ENSG00000204178.9",1690,2115,976,2036,1762,833,2032,2242,907,1595,3733,893,1192,2342,718,1671,828,1593,1219,1277,526
"ENSG00000157978.11",2461,738,1229,3545,1034,886,2435,796,673,3297,2351,1020,2765,751,857,2242,1084,1431,1164,483,769
"ENSG00000225643.1",19,6,6,13,18,9,10,5,0,41,25,9,3,7,4,1,6,2,24,11,11
"ENSG00000117643.14",1160,161,1101,1101,210,847,846,142,589,1403,428,778,2307,199,1299,1288,139,3184,1333,320,699
"ENSG00000233478.1",7,0,0,10,2,4,4,0,2,4,0,5,61,3,2,6,0,1,30,2,10
"ENSG00000162430.16",7815,4315,6355,8051,4805,3996,7448,5246,3236,7401,11708,4498,9500,2955,3813,7432,5529,7414,6013,1747,2924
"ENSG00000228172.5",46,20,54,37,16,49,24,16,53,27,43,32,45,10,26,17,22,36,15,7,5
"ENSG00000117640.17",2555,3419,8874,2922,3366,7553,2632,4284,8676,2579,8935,8610,2744,4007,7439,2147,4227,6725,1629,5379,3529
"ENSG00000127423.10",11,19,47,22,14,34,48,40,45,24,58,36,88,12,39,32,7,35,10,10,12
"ENSG00000236528.1",0,0,0,0,0,2,2,0,0,6,2,0,0,2,0,1,0,0,0,0,0
"ENSG00000182749.5",589,61,127,598,111,86,520,114,84,715,159,116,870,133,137,551,91,274,397,83,184
"ENSG00000207302.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117632.22",2581,883,1622,2342,753,1071,3019,727,2541,1758,655,1292,8570,339,2446,1730,67,657,2705,575,771
"ENSG00000229786.1",0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0
"ENSG00000223624.1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"ENSG00000283938.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158006.13",1210,1316,780,982,798,511,1218,1015,486,838,1136,407,929,465,877,1198,118,722,364,333,402
"ENSG00000207237.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252190.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000252691.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158008.9",22,228,387,21,104,173,9,125,83,39,177,537,123,24,628,14,93,479,64,806,223
"ENSG00000158014.14",28,62,483,9,25,413,6,104,1122,14,172,231,5,79,847,12,5,158,2,16,200
"ENSG00000284309.1",0,6,4,0,2,0,0,6,4,0,11,1,0,2,0,0,1,2,0,2,0
"ENSG00000158022.6",41,62059,11793,85,80425,9947,51,92557,16951,85,233371,20818,6,22343,11482,20,44281,13986,23,3670,3069
"ENSG00000175087.9",764,185,306,486,412,254,633,278,274,546,398,179,581,509,337,622,63,265,134,156,81
"ENSG00000197245.5",285,130,473,687,150,286,643,92,255,411,289,245,204,52,161,603,117,770,2356,306,393
"ENSG00000282872.1",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236782.6",5,18,9,1,33,0,10,28,4,11,71,5,3,10,3,9,11,7,11,5,4
"ENSG00000142684.8",0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0
"ENSG00000142675.17",1720,2368,288,1461,2841,117,1281,2510,76,1527,3677,95,2429,5159,115,1510,1340,153,611,3486,77
"ENSG00000188782.8",4,15,2,2,10,0,6,2,0,2,9,0,8,15,0,4,3,0,3,18,0
"ENSG00000236155.6",12,25,127,20,7,58,23,8,33,25,25,39,28,23,130,33,12,38,3,37,49
"ENSG00000278572.1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000130695.14",1171,2552,4079,813,3944,2935,904,3487,6037,590,4084,3195,1585,7143,5255,1539,1378,2654,386,4935,436
"ENSG00000270733.1",0,12,11,0,6,21,0,14,40,3,9,3,2,25,32,0,3,8,0,13,2
"ENSG00000142669.14",10022,547,1841,9424,595,1597,7187,433,671,5087,1112,2027,12530,338,1040,13570,568,4748,10841,809,1599
"ENSG00000158062.20",2330,233,698,2874,260,536,1895,239,374,1382,278,408,3175,177,428,2321,81,431,2781,205,309
"ENSG00000169442.8",7189,25,143,5111,15,89,4015,16,24,1840,6,54,1608,24,47,3879,8,76,3908,17,77
"ENSG00000176092.14",313,0,11,263,6,2,212,2,0,360,13,0,179,11,0,135,7,0,112,0,4
"ENSG00000225854.2",9,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000176083.17",20,6,0,20,2,2,7,0,0,37,0,1,142,6,10,14,0,2,31,1,5
"ENSG00000131914.10",0,0,0,1,2,0,1,0,0,0,0,0,3,0,2,3,0,0,0,0,0
"ENSG00000117682.16",2760,816,1379,2053,787,1370,2257,1049,1331,2294,1090,1306,2939,652,1374,2701,942,2706,1233,524,565
"ENSG00000223583.1",2,0,2,9,0,2,6,0,3,6,2,2,7,2,0,4,0,2,2,0,0
"ENSG00000225891.1",8,2,1,16,1,5,11,1,2,8,2,0,14,2,2,3,4,2,2,3,0
"ENSG00000198830.10",10524,3731,3847,9176,3751,1980,8200,2108,2231,7742,3102,1457,12035,2213,2835,10609,1068,2931,5901,3160,1128
"ENSG00000224129.1",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000117676.13",6169,172,252,8442,73,198,6515,100,173,5687,185,276,6647,107,203,7995,44,316,3835,83,229
"ENSG00000238705.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243905.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252802.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252429.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229247.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238316.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235069.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260063.1",15,16,17,34,7,26,19,7,9,29,3,9,48,14,14,9,2,8,4,9,3
"ENSG00000117713.18",8501,3791,4736,8024,5555,4035,8525,4016,5322,6647,7278,3404,7345,4160,4040,8660,3864,6967,4412,3131,1864
"ENSG00000060642.10",944,257,281,1090,244,220,1094,324,240,678,167,172,798,224,260,840,80,291,242,109,128
"ENSG00000241188.3",0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000204160.11",2393,697,1355,3854,738,910,3235,934,816,2094,1413,1095,2334,623,883,3402,630,2466,2504,408,1365
"ENSG00000175793.11",4817,13,44,2102,29,52,1602,29,42,2104,219,10,11893,9,14,3407,122,16,9829,38,81
"ENSG00000142751.14",1684,1091,1218,1811,1107,791,1600,1099,874,1574,1900,1059,1471,813,850,1490,1210,1515,1344,488,492
"ENSG00000198746.12",880,721,472,917,950,403,906,814,400,615,949,443,824,617,448,776,470,625,589,341,206
"ENSG00000090273.13",5040,2626,6210,5079,5658,4474,4779,6361,4144,4346,7864,6541,4512,3756,4682,6272,2467,4936,5048,3780,2957
"ENSG00000131910.4",161,16,358,142,0,143,223,4,205,156,0,335,89,4,289,90,2,114,97,32,489
"ENSG00000175707.8",597,0,49,518,0,6,625,0,12,423,4,5,604,0,20,684,0,19,97,4,9
"ENSG00000172746.6",0,1,0,0,2,0,1,5,0,0,0,0,6,0,0,1,0,0,0,0,0
"ENSG00000224064.1",0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000225294.1",0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000253368.3",697,94,977,1007,37,692,894,87,905,1100,291,1229,683,35,926,391,52,942,841,95,368
"ENSG00000158246.7",3740,237,2821,3020,94,2026,1934,122,2656,1697,471,2323,1597,44,1364,1807,132,2737,330,51,1603
"ENSG00000090020.10",5237,279,1759,3195,171,1601,3372,193,1004,3608,683,1210,3472,210,1017,5952,402,2018,2253,677,901
"ENSG00000229985.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"ENSG00000214973.3",2,3,7,1,6,9,1,6,4,1,15,1,3,10,4,0,6,29,0,1,0
"ENSG00000225159.1",18,4,10,0,7,2,9,1,0,3,3,2,6,2,5,13,7,5,4,4,3
"ENSG00000225990.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224311.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142784.15",4211,6065,7132,5681,4786,4615,6226,7004,5583,3909,10982,4895,4212,7110,5865,4526,3119,5370,2989,6017,2232
"ENSG00000252098.1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000243659.1",0,0,3,2,0,0,4,0,1,2,1,3,0,0,3,0,0,0,2,0,1
"ENSG00000186501.14",2176,1006,1371,2755,955,1213,2120,985,1057,2355,1533,1362,2160,1576,1406,2197,878,1568,1372,840,845
"ENSG00000206888.1",1,1,0,3,0,1,2,0,0,1,1,0,1,0,1,0,0,2,1,0,0
"ENSG00000241547.1",26,3,2,27,8,5,11,2,0,27,2,7,23,6,8,26,4,6,18,0,4
"ENSG00000142765.17",1284,24,53,2001,8,20,1338,44,22,1471,29,21,3135,15,120,1500,14,26,1180,23,103
"ENSG00000142733.14",9792,3599,8923,17700,2990,5027,13229,2307,4224,17567,5687,6019,6220,811,2647,7465,1654,6574,11861,596,2361
"ENSG00000142748.12",18607,118,3053,91929,204,2763,33261,71,970,27982,1783,1897,6729,16,365,26816,132,3782,9029,3,109
"ENSG00000174950.10",50,2,2,60,0,1,41,0,0,23,0,0,210,0,0,63,0,0,118,0,2
"ENSG00000231207.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000181773.6",209,26,57,81,12,11,99,28,38,408,53,76,71,13,6,179,72,211,375,16,113
"ENSG00000158195.10",15422,2276,5231,17557,2647,3779,17498,2646,3751,11457,3580,3583,8394,1220,2707,16514,2052,6606,6437,1598,2657
"ENSG00000241169.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000237429.1",3,2,1,14,2,0,5,0,0,2,0,0,10,3,4,3,1,0,2,1,3
"ENSG00000126705.13",3240,2886,4308,2912,6394,2554,3047,3287,2688,3449,8641,3481,2703,5223,3073,2016,2349,4359,2866,4358,1744
"ENSG00000000938.12",13223,239,535,15473,192,451,14017,235,286,6024,267,386,5287,77,154,19535,159,322,10380,152,421
"ENSG00000235912.1",13,1,18,7,8,9,2,2,4,2,13,8,10,3,5,5,2,11,11,0,5
"ENSG00000233975.1",0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,2,0,2,0,0,2
"ENSG00000126709.14",4573,452,1304,5357,74,597,9192,279,1141,2151,220,602,7193,207,1469,7393,131,2324,4245,313,1772
"ENSG00000225886.3",11,0,3,15,0,3,22,0,4,8,0,3,29,0,3,17,2,13,4,1,11
"ENSG00000206767.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000226662.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207095.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000009780.15",1294,532,483,1408,492,499,1234,484,366,1125,422,318,883,628,441,956,219,522,520,607,312
"ENSG00000231344.1",7,2,0,11,1,1,1,0,3,6,4,1,14,0,2,0,0,2,4,0,0
"ENSG00000230833.1",0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,0,0,0,0
"ENSG00000117758.13",7627,1535,1567,7078,1593,1349,8289,1203,961,6023,2192,1487,4538,889,803,9540,4904,3550,9897,1056,985
"ENSG00000269971.1",8,1,0,7,0,0,4,0,2,0,0,0,5,0,1,6,0,0,3,0,3
"ENSG00000270031.1",11,0,6,13,1,8,14,3,2,5,4,1,23,0,3,16,0,3,23,2,7
"ENSG00000223062.1",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117751.17",2342,1179,1371,2044,1331,1051,2373,1373,1163,1994,1409,1055,1567,866,883,2265,1310,1881,917,700,431
"ENSG00000252947.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130775.15",7607,236,440,7492,156,359,4520,133,216,3922,200,341,4053,66,86,7663,204,184,4729,196,162
"ENSG00000117748.9",1908,1914,1349,2130,1879,974,1780,2501,1148,1549,3063,979,1453,1939,1215,1767,832,1500,1053,1519,437
"ENSG00000130768.14",769,1,6,582,2,3,732,7,2,402,2,1,437,0,4,798,1,4,74,3,4
"ENSG00000227050.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000158156.7",785,288,383,1057,122,266,830,232,240,619,343,255,786,210,295,779,279,506,410,192,330
"ENSG00000158161.15",2224,847,931,1873,937,776,2343,1076,1025,1710,1709,924,1717,759,969,2066,988,1773,1266,596,570
"ENSG00000238231.2",3,2,4,2,0,0,1,2,1,0,3,4,15,2,3,6,0,3,38,1,5
"ENSG00000240750.3",2,0,1,0,0,2,0,2,0,1,1,0,2,0,2,2,0,0,1,0,2
"ENSG00000228589.3",20,7,11,37,18,11,49,15,14,32,28,12,24,1,17,47,6,35,33,11,3
"ENSG00000228943.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214812.3",0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,2,4,2,0
"ENSG00000253005.1",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"ENSG00000169403.11",2117,44,199,2920,47,136,2510,24,65,1837,76,152,2060,11,40,5345,16,137,428,36,52
"ENSG00000126698.10",4992,1970,2778,4785,3133,2440,5075,3485,2578,4029,3717,2437,4014,1791,2480,5100,1711,3826,3789,1523,1163
"ENSG00000130770.17",2566,3237,6815,3122,1687,3807,2731,4302,6255,2392,2203,4087,3757,4639,10571,1977,1639,5706,1765,4593,3384
"ENSG00000270605.1",102,156,163,120,48,78,107,226,89,56,76,75,342,344,96,43,8,4,97,101,32
"ENSG00000271398.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"ENSG00000130766.4",2553,1072,355,945,396,206,889,409,232,1051,441,268,1900,453,386,4102,2235,3068,938,154,572
"ENSG00000130772.13",651,461,507,829,415,309,549,510,351,448,348,342,622,395,362,656,175,523,143,158,124
"ENSG00000204138.12",2739,1409,1607,3330,1801,1019,4370,1767,1122,2893,2608,1127,2934,1317,957,2673,7697,3033,1402,1193,1074
"ENSG00000206779.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"ENSG00000229820.2",1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,3,1,1,0,1,0
"ENSG00000221216.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180198.15",2028,402,264,928,866,215,1616,677,239,1154,1897,429,2432,468,224,2670,1012,1336,895,219,171
"ENSG00000274266.1",33,0,1,6,1,1,17,1,0,5,3,4,44,0,3,41,8,11,38,3,2
"ENSG00000200087.1",39,3,1,8,0,3,34,1,2,5,3,4,54,0,3,60,3,21,79,1,0
"ENSG00000231468.2",0,0,2,2,2,3,1,1,0,0,3,0,4,0,2,1,1,6,0,0,2
"ENSG00000279443.1",14,0,5,10,4,2,24,6,1,16,41,12,12,6,2,12,23,8,6,11,0
"ENSG00000180098.9",1193,361,710,1327,305,489,1433,513,544,897,301,454,1671,284,553,1181,129,653,687,343,273
"ENSG00000197989.13",1149,161,125,859,334,155,1036,328,117,704,303,135,1658,207,134,1505,728,342,1218,148,115
"ENSG00000221539.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278274.1",63,8,12,79,13,10,71,20,9,59,19,15,130,9,9,85,23,26,143,7,9
"ENSG00000273544.1",50,1,4,41,4,6,51,0,3,40,3,1,59,4,3,43,2,5,86,2,5
"ENSG00000274582.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120656.11",1117,681,931,1020,950,512,1095,971,719,850,1164,702,1092,466,685,1322,380,1074,592,484,371
"ENSG00000188060.7",227,4,15,145,4,24,183,6,26,94,8,40,528,5,24,212,4,12,37,19,10
"ENSG00000229388.1",14,88,43,17,42,24,11,101,33,17,115,34,12,49,56,7,19,35,0,61,9
"ENSG00000274978.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162419.12",871,514,349,868,811,192,1093,919,365,807,801,373,769,419,256,1084,1362,593,780,278,197
"ENSG00000252777.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000198492.15",4619,2751,2143,4090,3284,1818,4745,2904,1933,3598,5102,2012,4182,2378,1855,4707,4853,3231,3241,1578,783
"ENSG00000116329.10",13,24,11,32,0,4,35,126,10,22,6,10,11,7,0,25,93,2,15,6,1
"ENSG00000233427.1",3,2,0,0,0,0,6,0,0,0,0,0,5,0,1,2,0,0,3,0,0
"ENSG00000199756.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159023.19",4618,1419,1644,3146,1328,865,4534,2202,1628,2559,3237,1443,3065,2507,1401,5176,971,1467,1635,1372,260
"ENSG00000225616.2",2,0,2,1,2,0,0,0,0,0,1,0,2,2,0,0,1,3,0,4,0
"ENSG00000206704.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277958.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253304.1",438,100,178,626,48,74,564,40,123,662,151,87,373,40,127,300,40,131,641,126,220
"ENSG00000225750.1",0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000116350.16",8816,3666,4162,8873,8092,3229,9518,7153,3561,7669,9852,4043,8906,4938,3478,10173,4988,4442,11608,3933,2148
"ENSG00000277916.1",13,1,6,11,10,5,18,6,2,13,8,2,19,14,7,5,0,3,13,2,1
"ENSG00000116353.15",976,1195,1365,816,713,1057,614,560,953,658,1255,1016,874,1206,1490,1048,1042,1664,311,1432,496
"ENSG00000237934.1",2,3,0,3,5,2,2,6,0,0,5,4,3,1,2,4,0,2,2,0,0
"ENSG00000060656.19",5636,1933,2627,3944,1710,944,3829,3061,1030,3360,3934,1742,2895,2628,884,3592,2790,5315,925,1152,367
"ENSG00000230523.1",4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
"ENSG00000225011.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000228176.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000270927.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233399.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233372.1",3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231251.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236335.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231949.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162510.5",12,2,9,8,2,2,16,8,0,11,2,3,11,0,7,12,2,7,50,0,8
"ENSG00000186056.9",115,23,15,77,23,14,99,22,6,86,29,4,99,20,9,126,7,9,115,10,13
"ENSG00000162511.7",32985,577,1136,25296,353,1351,24114,261,635,19529,481,998,17761,133,262,35359,219,1038,19298,259,500
"ENSG00000264773.1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229607.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000223382.4",2,3,8,4,2,7,1,0,5,2,5,0,0,4,4,0,0,0,2,0,2
"ENSG00000222784.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235143.1",0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162512.15",4237,974,2503,5858,223,1927,7381,300,1238,5142,788,2064,5268,282,1095,4021,868,3653,8609,342,1756
"ENSG00000266210.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134644.15",5549,3751,3022,4412,5528,2649,5825,5543,3954,4392,7340,2387,3881,4937,2742,5881,5782,4324,3562,3523,1118
"ENSG00000237329.2",0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000232768.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215900.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000225142.2",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000084628.9",0,490,3,2,237,2,0,217,4,6,412,6,3,1970,6,0,490,13,0,1234,2
"ENSG00000060688.12",1756,675,752,1472,834,623,1412,912,520,1299,846,508,1348,651,645,1608,723,1022,973,780,412
"ENSG00000229447.2",18,9,7,22,9,3,16,7,5,35,5,3,28,1,13,13,7,4,24,15,7
"ENSG00000121766.15",1202,1129,2754,1297,934,1954,1115,847,2019,875,1107,1635,1274,521,1717,1233,473,2342,928,818,1091
"ENSG00000229044.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000121769.7",1110,44966,136586,443,15666,102746,4690,22169,117000,659,43304,95830,904,2603,110807,717,15415,147330,286,11772,51563
"ENSG00000168528.11",2858,2813,143,2099,2183,74,2840,1149,92,1818,2806,95,4956,4275,245,4260,2593,778,1297,1467,92
"ENSG00000215899.3",0,0,0,1,1,1,5,1,1,0,1,0,0,0,0,4,1,0,0,0,0
"ENSG00000206981.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260386.6",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000265961.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284543.1",14,1,1,5,3,3,12,0,0,9,8,0,10,7,8,9,2,1,24,1,0
"ENSG00000229167.1",2,0,13,3,3,5,3,1,0,10,2,2,10,0,11,5,0,5,5,1,3
"ENSG00000142910.15",10486,3508,23072,10231,2259,13509,13437,3974,12488,11460,4910,16822,5270,2451,10762,5000,1908,22422,16802,2935,11744
"ENSG00000121764.11",9,16,17,13,9,14,9,43,30,8,16,13,8,41,68,6,4,9,10,13,24
"ENSG00000162517.12",5453,1495,2258,5271,1399,1728,4483,2327,1620,4417,2257,1952,3397,802,1825,5568,944,3236,3337,989,1694
"ENSG00000235790.7",88,20,52,36,13,21,60,9,16,68,14,8,110,9,52,75,1,16,92,21,20
"ENSG00000264078.1",1,0,0,0,2,0,1,0,4,8,1,0,1,0,6,1,0,1,1,0,2
"ENSG00000084636.17",4181,2088,1569,3097,715,1383,3882,621,1022,4876,2291,818,9515,362,2138,3184,172,724,9082,750,1110
"ENSG00000121753.12",96,44,1517,48,54,1082,41,38,583,36,191,639,271,26,501,26,6,370,205,64,123
